color;density;height;id;image;info;intake_id;is_fire_treated;is_planed;is_straight;label;length;name;paint;price;project_type;reservation_name;reservation_time;reserved;source;storage_location;timestamp;type;weight;width;wood_id;wood_species
150,143,116;626;20.0;1;/path/to/image.jpg;Twisted;1.0;FALSE;TRUE;TRUE;;1629;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B5;10/10/2023 10:40;hardwood;3350;164;;
176,167,149;447;27.0;2;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1565;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B7;10/10/2023 10:40;hardwood;3650;193;;
173,159,140;552;27.0;3;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1894;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D4;10/10/2023 10:40;hardwood;5450;193;;
140,115,89;750;18.0;4;/path/to/image.jpg;Damaged;1.0;FALSE;TRUE;TRUE;;925;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C10;10/10/2023 10:40;hardwood;1600;128;;
167,158,145;461;43.0;9;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1075;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C4;10/10/2023 10:40;hardwood;3050;143;;
126,114,91;514;10.0;10;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1674;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B4;10/10/2023 10:40;hardwood;1300;151;;
159,151,132;318;11.0;11;/path/to/image.jpg;Grove;1.0;FALSE;TRUE;TRUE;;1514;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);;10/10/2023 10:40;hardwood;600;113;;
183,172,148;383;12.0;12;/path/to/image.jpg;Groves;1.0;FALSE;TRUE;TRUE;;2017;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D2;10/10/2023 10:40;hardwood;1050;113;;
168, 169, 163;422;23.0;13;/path/to/image.jpg;Cracked;1.0;FALSE;TRUE;TRUE;;1427;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A2;10/10/2023 10:40;hardwood;1900;137;;
152,121,75;390;12.0;14;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1887;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D4;10/10/2023 10:40;hardwood;1000;113;;
149,131,101;391;12.0;15;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1886;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D5;10/10/2023 10:40;hardwood;1000;113;;
156,139,109;362;12.0;16;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1831;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D7;10/10/2023 10:40;hardwood;900;113;;
152,140,124;383;12.0;17;/path/to/image.jpg;Groves;1.0;FALSE;TRUE;TRUE;;2017;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D2;10/10/2023 10:40;hardwood;1050;113;;
170,139,97;332;12.0;18;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1883;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D5;10/10/2023 10:40;hardwood;850;113;;
162,162,152;338;12.0;19;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1743;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B2;10/10/2023 10:40;hardwood;800;113;;
173,149,114;400;12.0;20;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1933;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D3;10/10/2023 10:40;hardwood;1050;113;;
144,137,122;322;12.0;21;/path/to/image.jpg;Groves;1.0;FALSE;TRUE;TRUE;;1715;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B2;10/10/2023 10:40;hardwood;750;113;;
179,159,125;410;12.0;23;/path/to/image.jpg;Cracked;1.0;FALSE;TRUE;TRUE;;1079;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C3;10/10/2023 10:40;hardwood;600;113;;
159,142,115;400;12.0;25;/path/to/image.jpg;groves;1.0;FALSE;TRUE;TRUE;;1165;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C2;10/10/2023 10:40;hardwood;700;125;;
184,169,141;368;12.0;26;/path/to/image.jpg;groves;1.0;FALSE;TRUE;TRUE;;1168;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C1;10/10/2023 10:40;hardwood;650;126;;
167, 163, 152;641;34.0;27;/path/to/image.jpg;wood missing;1.0;FALSE;TRUE;TRUE;;1340;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A3;10/10/2023 10:40;hardwood;3800;130;;
149,106,61;500;28.0;28;/path/to/image.jpg;Twisted;1.0;FALSE;TRUE;TRUE;;1600;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B6;10/10/2023 10:40;hardwood;2600;116;;
158, 134, 97;516;4.0;29;/path/to/image.jpg;chips missing;1.0;FALSE;TRUE;TRUE;;1395;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A3;10/10/2023 10:40;hardwood;300;104;;
149, 148, 140;1935;31.0;31;/path/to/image.jpg;Slighty bended;1.0;FALSE;TRUE;TRUE;;1317;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A3;10/10/2023 10:40;hardwood;2450;31;;
157,146,120;475;45.0;32;/path/to/image.jpg;Holes;1.0;FALSE;TRUE;TRUE;;1710;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B2;10/10/2023 10:40;hardwood;3400;93;;
140,128,110;448;37.0;33;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;2100;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D1;10/10/2023 10:40;hardwood;3100;89;;Fure
162,152,141;577;27.0;35;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;753;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C14;10/10/2023 10:40;hardwood;1350;115;;
180,158,119;574;23.0;36;/path/to/image.jpg;groves;1.0;FALSE;TRUE;TRUE;;1165;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C2;10/10/2023 10:40;hardwood;1400;91;;
163,129,91;664;43.0;37;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1199;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C1;10/10/2023 10:40;hardwood;2500;73;;
130,95,65;448;27.0;38;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1670;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B4;10/10/2023 10:40;hardwood;1800;89;;
174, 163, 145;507;21.0;39;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1290;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A3;10/10/2023 10:40;hardwood;1100;80;;
148, 140, 124;731;19.0;40;/path/to/image.jpg;missing a part;1.0;FALSE;TRUE;TRUE;;1230;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A4;10/10/2023 10:40;hardwood;1350;79;;
117,126,78;574;17.0;41;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1571;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B7;10/10/2023 10:40;hardwood;1150;75;;
155,131,93;491;43.0;42;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1750;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B1;10/10/2023 10:40;hardwood;2700;73;;
167,155,137;492;23.0;43;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1027;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C6;10/10/2023 10:40;hardwood;850;73;;
140,99,63;641;17.0;44;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1569;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B7;10/10/2023 10:40;hardwood;1250;73;;
180,157,121;373;17.0;45;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;970;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C8;10/10/2023 10:40;hardwood;450;73;;
149,141,129;479;43.0;46;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1005;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C7;10/10/2023 10:40;hardwood;1450;70;;
187, 178, 165;634;50.0;47;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1197;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C1;10/10/2023 10:40;hardwood;1900;50;;
165,145,117;499;49.0;48;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1875;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D5;10/10/2023 10:40;hardwood;3350;73;;
151,121,89;996;9.0;49;/path/to/image.jpg;Unusable;1.0;FALSE;TRUE;TRUE;;1150;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C2;10/10/2023 10:40;hardwood;650;63;;
162,134,95;447;39.0;50;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1643;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B5;10/10/2023 10:40;hardwood;1750;61;;
161,151,138;349;14.0;51;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;839;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C12;10/10/2023 10:40;hardwood;300;73;;
181,167,133;424;37.0;52;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1617;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B5;10/10/2023 10:40;hardwood;1500;59;;
191,163,137;754;20.0;53;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1047;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C5;10/10/2023 10:40;hardwood;900;57;;
143,121,81;402;17.0;54;/path/to/image.jpg;slighty bended;1.0;FALSE;TRUE;TRUE;;2107;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D1;10/10/2023 10:40;hardwood;850;59;;?
188,178,145;417;34.0;56;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1987;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D3;10/10/2023 10:40;hardwood;1550;55;;
150,141,129;543;43.0;57;/path/to/image.jpg;Hole;1.0;FALSE;TRUE;TRUE;;874;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C11;10/10/2023 10:40;hardwood;1450;71;;
170,158,142;543;43.0;58;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;874;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C11;10/10/2023 10:40;hardwood;1450;71;;
154,140,127;548;37.0;60;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;810;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C13;10/10/2023 10:40;hardwood;1200;73;;
161, 132, 96;549;65.0;61;/path/to/image.jpg;chipped + missing part;1.0;FALSE;TRUE;TRUE;;1000;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C7;10/10/2023 10:40;hardwood;2000;56;;
134, 128, 118;380;53.0;62;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1220;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A4;10/10/2023 10:40;hardwood;1450;59;;
124, 115, 105;437;65.0;63;/path/to/image.jpg;chipped;1.0;FALSE;TRUE;TRUE;;1000;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C7;10/10/2023 10:40;hardwood;1850;65;;
155, 93, 41;597;37.0;64;/path/to/image.jpg;missing a part;1.0;FALSE;TRUE;TRUE;;1210;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A4;10/10/2023 10:40;hardwood;2700;101;;
158,165,158;537;29.0;65;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1924;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D3;10/10/2023 10:40;hardwood;1650;55;;
107, 82, 52;791;23.0;66;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1424;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A2;10/10/2023 10:40;hardwood;1400;54;;
172,161,136;683;11.0;67;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;2009;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D2;10/10/2023 10:40;hardwood;800;53;;
137, 124, 108;631;11.0;68;/path/to/image.jpg;damaged;1.0;FALSE;TRUE;TRUE;;1439;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A2;10/10/2023 10:40;hardwood;500;50;;
188,178,162;687;36.0;69;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;825;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C12;10/10/2023 10:40;hardwood;1000;49;;
106, 66, 30;367;33.0;71;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1154;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C2;10/10/2023 10:40;hardwood;700;50;;
155, 141, 122;1343;14.0;72;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1400;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A2;10/10/2023 10:40;hardwood;1159;44;;
160,139,107;542;43.0;73;/path/to/image.jpg;Holes;1.0;FALSE;TRUE;TRUE;;1796;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B1;10/10/2023 10:40;hardwood;1800;43;;
185,171,139;508;43.0;74;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1862;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D6;10/10/2023 10:40;hardwood;1750;43;;
164,148,114;517;30.0;75;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1795;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B1;10/10/2023 10:40;hardwood;1450;52;;
133, 95, 64;609;16.0;76;/path/to/image.jpg;Wood is chipped;1.0;FALSE;TRUE;TRUE;;1425;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A2;10/10/2023 10:40;hardwood;750;54;;
160, 152, 136;462;21.0;77;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1043;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C5;10/10/2023 10:40;hardwood;800;79;;
112,79,55;721;30.0;78;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1570;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B7;10/10/2023 10:40;hardwood;1700;50;;
148,110,76;482;30.0;79;/path/to/image.jpg;slighty bended;1.0;FALSE;TRUE;TRUE;;1920;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D4;10/10/2023 10:40;hardwood;1250;45;;
165,147,111;416;33.0;80;/path/to/image.jpg;Holes;1.0;FALSE;TRUE;TRUE;;1690;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B3;10/10/2023 10:40;hardwood;1000;43;;
136,112,85;611;20.0;81;/path/to/image.jpg;Bended;1.0;FALSE;TRUE;TRUE;;1533;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);;string;hardwood;750;40;;
129,105,71;714;20.0;82;/path/to/image.jpg;Needs cut;1.0;FALSE;TRUE;TRUE;;1750;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B1;10/10/2023 10:43;hardwood;1000;40;;
131,121,108;575;20.0;83;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;825;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C12;10/10/2023 10:43;hardwood;950;100;;
174,157,138;505;45.0;85;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1005;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C7;10/10/2023 10:43;hardwood;1600;70;;
161,148,118;370;45.0;88;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1559;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B8;10/10/2023 10:43;hardwood;1300;50;;
151,107,68;552;24.0;89;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1077;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C4;10/10/2023 10:43;hardwood;900;63;;
140, 132, 119;498;33.0;90;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1244;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A4;10/10/2023 10:43;hardwood;900;44;;
141,114,88;519;18.0;91;/path/to/image.jpg;Chamfer;1.0;FALSE;TRUE;TRUE;;1645;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B5;10/10/2023 10:43;hardwood;1000;65;;
159, 122, 96;528;11.0;92;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1205;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A4;10/10/2023 10:43;hardwood;350;50;;
165,156,141;706;20.0;93;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1074;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C4;10/10/2023 10:43;hardwood;850;56;;
140,127,90;585;16.0;94;/path/to/image.jpg;Needs Cut;1.0;FALSE;TRUE;TRUE;;1581;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B7;10/10/2023 10:43;hardwood;800;54;;
122, 109, 89;621;16.0;95;/path/to/image.jpg;missing a part;1.0;FALSE;TRUE;TRUE;;1491;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A1;10/10/2023 10:43;hardwood;800;54;;
141, 142, 138;682;18.0;96;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1488;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A1;10/10/2023 10:43;hardwood;950;52;;
172,154,132;694;22.0;97;/path/to/image.jpg;slighty bended;1.0;FALSE;TRUE;TRUE;;2098;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D1;10/10/2023 10:43;hardwood;1700;53;;Maple
130, 104, 73;450;35.0;98;/path/to/image.jpg;Wood is chipped;1.0;FALSE;TRUE;TRUE;;1440;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A1;10/10/2023 10:43;hardwood;1000;44;;
165,154,138;328;14.0;100;/path/to/image.jpg;Needs cut;1.0;FALSE;TRUE;TRUE;;931;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C9;10/10/2023 10:43;hardwood;300;70;;
132, 114, 100;669;35.0;101;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1354;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A3;10/10/2023 10:43;hardwood;1300;41;;
147, 111, 78;628;17.0;102;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1433;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A2;10/10/2023 10:43;hardwood;750;49;;
150,101,35;404;11.0;103;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;2064;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D1;10/10/2023 10:43;hardwood;450;49;;
173,153,115;498;9.0;104;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1681;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B4;10/10/2023 10:43;hardwood;400;53;;
180,178,128;585;31.0;105;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1153;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C2;10/10/2023 10:43;hardwood;900;43;;
171,162,151;449;31.0;106;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;917;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C10;10/10/2023 10:43;hardwood;550;43;;
151,123,76;778;3.0;107;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1507;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);;10/10/2023 10:43;hardwood;250;71;;
124,100,62;680;15.0;108;/path/to/image.jpg;Bended;1.0;FALSE;TRUE;TRUE;;1675;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B4;10/10/2023 10:43;hardwood;1350;79;;
152,107,69;530;24.0;109;/path/to/image.jpg;Damaged;1.0;FALSE;TRUE;TRUE;;1104;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C3;10/10/2023 10:43;hardwood;900;64;;
139,104,62;321;33.0;110;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1600;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B6;10/10/2023 10:43;hardwood;850;50;;
156,139,118;589;32.0;111;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;863;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);C11;10/10/2023 10:43;hardwood;700;43;;
153,123,83;453;21.0;112;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1566;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B7;10/10/2023 10:43;hardwood;850;57;;
119,83,43;477;26.0;113;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1866;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);D6;10/10/2023 10:43;hardwood;950;41;;
171,165,145;658;27.0;114;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1777;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B1;10/10/2023 10:43;hardwood;1800;57;;
173, 153, 129;565;32.0;115;/path/to/image.jpg;perfect;1.0;FALSE;TRUE;TRUE;;1286;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);A3;10/10/2023 10:43;hardwood;1000;43;;
131,119,83;454;50.0;116;/path/to/image.jpg;Perfect;1.0;FALSE;TRUE;TRUE;;1585;Red oak FSC;;0.0;;;;FALSE;HvA Jakoba Mulderhuis (JMH);B6;10/10/2023 10:43;hardwood;1800;50;;
